	omega	0
omega	59	1222288099
omega	65	1222561278
omega	18	1224754200
omega	79	1225044882
omega	34	1225861351
omega	73	1226049795
omega	74	1226374614
omega	26	1227205918
omega	25	1227208834
omega	78	1227209303
omega	57	1227218578
omega	8	1227275833
omega	7	1229781505
omega	29	1229818828
omega	21	1230011916
omega	67	1231493050
omega	11	1231729696
omega	31	1231974962
omega	23	1231979074
omega	36	1232026965
omega	68	1232046091
omega	38	1232143091
omega	1	1232162564
omega	46	1232542766
omega	72	1233662688
omega	56	1233675031
omega	55	1233675398
omega	27	1233675911
omega	40	1233682242
omega	5	1234024943
omega	51	1234117424
omega	49	1234460694
omega	2	1234533066
omega	3	1234641609
omega	32	1234663475
omega	33	1234672928
omega	19	1234700567
omega	14	1234797642
omega	82	1234811997
omega	60	1234819771
omega	43	1234824208
omega	35	1234918893
omega	24	1234928402
omega	15	1234928811
omega	13	1234929618
omega	80	1234972629
omega	69	1235038464
omega	4	1235051460
omega	20	1235088247
omega	48	1235095302
omega	39	1235188155
omega	50	1235248610
omega	47	1235348850
omega	44	1235394603
omega	10	1235778118
omega	16	1235780931
omega	45	1235784210
omega	9	1235786177
omega	54	1235786460
omega	53	1235786762
omega	17	1235810145
omega	42	1235819278
omega	6	1235821254
omega	41	1235832700
omega	63	1235839174
omega	70	1235853982
omega	75	1235880694
omega	12	1235909259
omega	37	1235939393
omega	22	1235946914
omega	30	1236009766
omega	71	1236064545
	omega	0
omega	69	1220603943
omega	39	1222414002
omega	29	1222414879
omega	79	1222416388
omega	24	1222416874
omega	14	1222418945
omega	74	1222593688
omega	27	1222742936
omega	15	1223001566
omega	12	1223001742
omega	11	1223004125
omega	36	1223011412
omega	50	1223024949
omega	7	1223027550
omega	46	1223184407
omega	51	1228267923
omega	22	1228269526
omega	40	1228312106
omega	19	1228481466
omega	55	1228522851
omega	76	1228610878
omega	9	1228875991
omega	13	1228876759
omega	42	1228876861
omega	17	1228882408
omega	73	1229076974
omega	57	1229283915
omega	48	1229413509
omega	47	1229446831
omega	10	1229976868
omega	21	1230260216
omega	60	1230916888
omega	49	1231087464
omega	26	1231722485
omega	20	1232334499
omega	58	1233140141
omega	41	1233446222
omega	63	1234109708
omega	6	1234179218
omega	25	1234474270
omega	43	1234491581
omega	54	1234498629
omega	80	1234562710
omega	56	1234801550
omega	72	1234873739
omega	31	1234950014
omega	8	1234994408
omega	45	1235009928
omega	5	1235054389
omega	77	1235099443
omega	65	1235100121
omega	44	1235130874
omega	67	1235168427
omega	18	1235172599
omega	32	1235172984
omega	70	1235173842
omega	37	1235177564
omega	4	1235184195
omega	35	1235188753
omega	82	1235192007
omega	16	1235202533
omega	30	1235202711
omega	68	1235224880
omega	78	1235237827
omega	3	1235310491
omega	1	1235321464
omega	59	1235327910
omega	34	1235385562
omega	64	1235523054
omega	71	1235568892
